target,source,avg_trade_qt_2017
Madhya Pradesh,Karnataka,0.0
Mizoram,Karnataka,0.0
Nagaland,Karnataka,0.0
Odisha,Karnataka,4803.974999999999
Punjab,Karnataka,186457.16666666663
Puducherry,Karnataka,0.0
Rajasthan,Karnataka,0.0
Sikkim,Karnataka,0.0
Telangana,Karnataka,5114.333333333333
Tamil Nadu,Karnataka,12584.166666666666
Tripura,Karnataka,0.0
Uttarakhand,Karnataka,0.0
Uttar Pradesh,Karnataka,0.0
West Bengal,Karnataka,0.0
Andhra Pradesh,Lakshadeep,0.0
Andaman & Nicobar Islands,Lakshadeep,0.0
Arunachal Pradesh,Lakshadeep,0.0
Assam,Lakshadeep,0.0
Bihar,Lakshadeep,0.0
Chattisgarh,Lakshadeep,0.0
Chandigarh,Lakshadeep,0.0
Daman & Diu,Lakshadeep,0.0
Delhi,Lakshadeep,0.0
Dadra & Nagar Haveli,Lakshadeep,0.0
Goa,Lakshadeep,0.0
Gujarat,Lakshadeep,0.0
Himachal Pradesh,Lakshadeep,0.0
Haryana,Lakshadeep,0.0
Jharkhand,Lakshadeep,0.0
Jammu & Kashmir,Lakshadeep,0.0
Kerala,Lakshadeep,0.0
Karnataka,Lakshadeep,0.0
Lakshadeep,Lakshadeep,0.0
Maharashtra,Lakshadeep,0.0
Meghalaya,Lakshadeep,0.0
Manipur,Lakshadeep,0.0
Madhya Pradesh,Lakshadeep,0.0
Mizoram,Lakshadeep,0.0
Nagaland,Lakshadeep,0.0
Odisha,Lakshadeep,0.0
Punjab,Lakshadeep,0.0
Puducherry,Lakshadeep,0.0
Rajasthan,Lakshadeep,0.0
Sikkim,Lakshadeep,0.0
Telangana,Lakshadeep,0.0
Tamil Nadu,Lakshadeep,0.0
Tripura,Lakshadeep,0.0
Uttarakhand,Lakshadeep,0.0
Uttar Pradesh,Lakshadeep,0.0
West Bengal,Lakshadeep,0.0
Andhra Pradesh,Maharashtra,647123.6666666666
Andaman & Nicobar Islands,Maharashtra,0.0
Arunachal Pradesh,Maharashtra,0.0
Assam,Maharashtra,110657.25
Bihar,Maharashtra,0.0
Chattisgarh,Maharashtra,0.0
Chandigarh,Maharashtra,4349.166666666667
Daman & Diu,Maharashtra,0.0
Delhi,Maharashtra,0.0
Dadra & Nagar Haveli,Maharashtra,0.0
Goa,Maharashtra,14702.5
Gujarat,Maharashtra,29323.666666666668
Himachal Pradesh,Maharashtra,0.0
Haryana,Maharashtra,40039.916666666664
Jharkhand,Maharashtra,17345.0
Jammu & Kashmir,Maharashtra,0.0
Kerala,Maharashtra,41247.5
Karnataka,Maharashtra,7136.666666666667
Lakshadeep,Maharashtra,0.0
Maharashtra,Maharashtra,43042.583333333336
Meghalaya,Maharashtra,0.0
Manipur,Maharashtra,0.0
Madhya Pradesh,Maharashtra,2170.0
Mizoram,Maharashtra,0.0
Nagaland,Maharashtra,1093.3333333333333
Odisha,Maharashtra,0.0
Punjab,Maharashtra,107777.05833333332
Puducherry,Maharashtra,0.0
Rajasthan,Maharashtra,0.0
Sikkim,Maharashtra,0.0
Telangana,Maharashtra,0.0
Tamil Nadu,Maharashtra,7254.666666666667
Tripura,Maharashtra,0.0
Uttarakhand,Maharashtra,0.0
Uttar Pradesh,Maharashtra,875.5
West Bengal,Maharashtra,30564.166666666668
Andhra Pradesh,Meghalaya,0.0
Andaman & Nicobar Islands,Meghalaya,0.0
Arunachal Pradesh,Meghalaya,0.0
Assam,Meghalaya,0.0
Bihar,Meghalaya,0.0
Chattisgarh,Meghalaya,0.0
Chandigarh,Meghalaya,0.0
Daman & Diu,Meghalaya,0.0
Delhi,Meghalaya,0.0
Dadra & Nagar Haveli,Meghalaya,0.0
Goa,Meghalaya,0.0
Gujarat,Meghalaya,0.0
Himachal Pradesh,Meghalaya,0.0
Haryana,Meghalaya,0.0
Jharkhand,Meghalaya,0.0
Jammu & Kashmir,Meghalaya,0.0
Kerala,Meghalaya,0.0
Karnataka,Meghalaya,0.0
Lakshadeep,Meghalaya,0.0
Maharashtra,Meghalaya,0.0
Meghalaya,Meghalaya,0.0
Manipur,Meghalaya,0.0
Madhya Pradesh,Meghalaya,0.0
Mizoram,Meghalaya,0.0
Nagaland,Meghalaya,0.0
Odisha,Meghalaya,0.0
Punjab,Meghalaya,0.0
Puducherry,Meghalaya,0.0
Rajasthan,Meghalaya,0.0
Sikkim,Meghalaya,0.0
Telangana,Meghalaya,0.0
Tamil Nadu,Meghalaya,0.0
Tripura,Meghalaya,0.0
Uttarakhand,Meghalaya,0.0
Uttar Pradesh,Meghalaya,0.0
West Bengal,Meghalaya,0.0
Andhra Pradesh,Manipur,0.0
Andaman & Nicobar Islands,Manipur,0.0
Arunachal Pradesh,Manipur,0.0
Assam,Manipur,2945.0
Bihar,Manipur,0.0
Chattisgarh,Manipur,0.0
Chandigarh,Manipur,0.0
Daman & Diu,Manipur,0.0
Delhi,Manipur,0.0
Dadra & Nagar Haveli,Manipur,0.0
Goa,Manipur,0.0
Gujarat,Manipur,0.0
Himachal Pradesh,Manipur,0.0
Haryana,Manipur,1525.9166666666667
Jharkhand,Manipur,0.0
Jammu & Kashmir,Manipur,0.0
Kerala,Manipur,0.0
Karnataka,Manipur,0.0
Lakshadeep,Manipur,0.0
Maharashtra,Manipur,0.0
Meghalaya,Manipur,0.0
Manipur,Manipur,0.0
Madhya Pradesh,Manipur,0.0
Mizoram,Manipur,0.0
Nagaland,Manipur,0.0
Odisha,Manipur,0.0
Punjab,Manipur,6607.083333333333
Puducherry,Manipur,0.0
Rajasthan,Manipur,0.0
Sikkim,Manipur,0.0
Telangana,Manipur,0.0
Tamil Nadu,Manipur,0.0
Tripura,Manipur,0.0
Uttarakhand,Manipur,0.0
Uttar Pradesh,Manipur,0.0
West Bengal,Manipur,0.0
Andhra Pradesh,Madhya Pradesh,11069.916666666666
Andaman & Nicobar Islands,Madhya Pradesh,0.0
Arunachal Pradesh,Madhya Pradesh,0.0
Assam,Madhya Pradesh,5984.916666666667
Bihar,Madhya Pradesh,8472.916666666666
Chattisgarh,Madhya Pradesh,299.6666666666667
Chandigarh,Madhya Pradesh,0.0
Daman & Diu,Madhya Pradesh,0.0
Delhi,Madhya Pradesh,1056.6666666666667
Dadra & Nagar Haveli,Madhya Pradesh,0.0
Goa,Madhya Pradesh,2207.5
Gujarat,Madhya Pradesh,11078.333333333334
Himachal Pradesh,Madhya Pradesh,0.0
Haryana,Madhya Pradesh,442.25
Jharkhand,Madhya Pradesh,0.0
Jammu & Kashmir,Madhya Pradesh,0.0
Kerala,Madhya Pradesh,19975.0
Karnataka,Madhya Pradesh,40332.5
Lakshadeep,Madhya Pradesh,0.0
Maharashtra,Madhya Pradesh,238371.91666666663
Meghalaya,Madhya Pradesh,0.0
Manipur,Madhya Pradesh,0.0
Madhya Pradesh,Madhya Pradesh,770790.9916666667
Mizoram,Madhya Pradesh,0.0
Nagaland,Madhya Pradesh,0.0
Odisha,Madhya Pradesh,0.0
Punjab,Madhya Pradesh,25150.0
Puducherry,Madhya Pradesh,0.0
Rajasthan,Madhya Pradesh,0.0
Sikkim,Madhya Pradesh,0.0
Telangana,Madhya Pradesh,0.0
Tamil Nadu,Madhya Pradesh,11209.166666666666
Tripura,Madhya Pradesh,0.0
Uttarakhand,Madhya Pradesh,0.0
Uttar Pradesh,Madhya Pradesh,889900.0
West Bengal,Madhya Pradesh,2305.8333333333335
Andhra Pradesh,Mizoram,0.0
Andaman & Nicobar Islands,Mizoram,0.0
Arunachal Pradesh,Mizoram,0.0
Assam,Mizoram,0.0
Bihar,Mizoram,0.0
Chattisgarh,Mizoram,0.0
Chandigarh,Mizoram,0.0
Daman & Diu,Mizoram,0.0
Delhi,Mizoram,0.0
Dadra & Nagar Haveli,Mizoram,0.0
Goa,Mizoram,0.0
Gujarat,Mizoram,0.0
Himachal Pradesh,Mizoram,0.0
Haryana,Mizoram,1230.5
Jharkhand,Mizoram,0.0
Jammu & Kashmir,Mizoram,0.0
Kerala,Mizoram,0.0
Karnataka,Mizoram,0.0
Lakshadeep,Mizoram,0.0
Maharashtra,Mizoram,0.0
Meghalaya,Mizoram,0.0
Manipur,Mizoram,0.0
Madhya Pradesh,Mizoram,0.0
Mizoram,Mizoram,0.0
Nagaland,Mizoram,0.0
Odisha,Mizoram,0.0
Punjab,Mizoram,5760.416666666667
Puducherry,Mizoram,0.0
Rajasthan,Mizoram,0.0
Sikkim,Mizoram,0.0
Telangana,Mizoram,0.0
Tamil Nadu,Mizoram,0.0
Tripura,Mizoram,0.0
Uttarakhand,Mizoram,0.0
Uttar Pradesh,Mizoram,0.0
West Bengal,Mizoram,0.0
Andhra Pradesh,Nagaland,1093.8333333333333
Andaman & Nicobar Islands,Nagaland,0.0
Arunachal Pradesh,Nagaland,0.0
Assam,Nagaland,36769.5
Bihar,Nagaland,266991.5
Chattisgarh,Nagaland,0.0
Chandigarh,Nagaland,0.0
Daman & Diu,Nagaland,0.0
Delhi,Nagaland,361.80833333333334
Dadra & Nagar Haveli,Nagaland,0.0
Goa,Nagaland,0.0
Gujarat,Nagaland,0.0
Himachal Pradesh,Nagaland,11048.166666666666
Haryana,Nagaland,6123.0
Jharkhand,Nagaland,394397.6666666667
Jammu & Kashmir,Nagaland,0.0
Kerala,Nagaland,0.0
Karnataka,Nagaland,10903.0
Lakshadeep,Nagaland,0.0
Maharashtra,Nagaland,0.0
Meghalaya,Nagaland,0.0
Manipur,Nagaland,0.0
Madhya Pradesh,Nagaland,0.0
Mizoram,Nagaland,0.0
Nagaland,Nagaland,0.0
Odisha,Nagaland,0.0
Punjab,Nagaland,10775.633333333331
Puducherry,Nagaland,0.0
Rajasthan,Nagaland,0.0
Sikkim,Nagaland,0.0
Telangana,Nagaland,441.5
Tamil Nadu,Nagaland,63600.0
Tripura,Nagaland,0.0
Uttarakhand,Nagaland,445.0
Uttar Pradesh,Nagaland,885.25
West Bengal,Nagaland,91655.41666666669
Andhra Pradesh,Odisha,2215.0
Andaman & Nicobar Islands,Odisha,0.0
Arunachal Pradesh,Odisha,0.0
Assam,Odisha,9641.666666666666
Bihar,Odisha,922420.9166666666
Chattisgarh,Odisha,0.0
Chandigarh,Odisha,0.0
Daman & Diu,Odisha,0.0
Delhi,Odisha,0.0
Dadra & Nagar Haveli,Odisha,0.0
Goa,Odisha,0.0
Gujarat,Odisha,0.0
Himachal Pradesh,Odisha,17605.833333333332
Haryana,Odisha,0.0
Jharkhand,Odisha,4337344.0
Jammu & Kashmir,Odisha,4442.0
Kerala,Odisha,21808.333333333332
Karnataka,Odisha,156025.75
Lakshadeep,Odisha,0.0
Maharashtra,Odisha,0.0
Meghalaya,Odisha,0.0
Manipur,Odisha,0.0
Madhya Pradesh,Odisha,0.0
Mizoram,Odisha,0.0
Nagaland,Odisha,0.0
Odisha,Odisha,63687.75
Punjab,Odisha,2212.5
Puducherry,Odisha,0.0
Rajasthan,Odisha,0.0
Sikkim,Odisha,0.0
Telangana,Odisha,0.0
Tamil Nadu,Odisha,1443680.8333333333
Tripura,Odisha,0.0
Uttarakhand,Odisha,0.0
Uttar Pradesh,Odisha,0.0
West Bengal,Odisha,1034506.9166666666
Andhra Pradesh,Punjab,2197.5
Andaman & Nicobar Islands,Punjab,0.0
Arunachal Pradesh,Punjab,19265.0
Assam,Punjab,8999001.916666666
Bihar,Punjab,6470652.5
Chattisgarh,Punjab,0.0
Chandigarh,Punjab,2135594.1666666665
Daman & Diu,Punjab,0.0
Delhi,Punjab,253823.33333333337
Dadra & Nagar Haveli,Punjab,0.0
Goa,Punjab,212992.5
Gujarat,Punjab,2841799.3333333335
Himachal Pradesh,Punjab,44093.333333333336
Haryana,Punjab,306.6666666666667
Jharkhand,Punjab,27781.666666666668
Jammu & Kashmir,Punjab,2113822.8333333335
Kerala,Punjab,781452.5
Karnataka,Punjab,10354270.25
Lakshadeep,Punjab,0.0
Maharashtra,Punjab,7321953.5
Meghalaya,Punjab,0.0
Manipur,Punjab,256313.58333333337
Madhya Pradesh,Punjab,147202.5
Mizoram,Punjab,250220.0
Nagaland,Punjab,961557.0833333334
Odisha,Punjab,34280.0
Punjab,Punjab,0.0
Puducherry,Punjab,0.0
Rajasthan,Punjab,31639.0
Sikkim,Punjab,0.0
Telangana,Punjab,0.0
Tamil Nadu,Punjab,1494652.3333333333
Tripura,Punjab,594664.0
Uttarakhand,Punjab,64534.166666666664
Uttar Pradesh,Punjab,4551802.916666667
West Bengal,Punjab,289893.3333333333
Andhra Pradesh,Puducherry,0.0
Andaman & Nicobar Islands,Puducherry,0.0
Arunachal Pradesh,Puducherry,0.0
Assam,Puducherry,0.0
Bihar,Puducherry,0.0
Chattisgarh,Puducherry,0.0
Chandigarh,Puducherry,0.0
Daman & Diu,Puducherry,0.0
Delhi,Puducherry,0.0
Dadra & Nagar Haveli,Puducherry,0.0
Goa,Puducherry,0.0
Gujarat,Puducherry,0.0
Himachal Pradesh,Puducherry,0.0
Haryana,Puducherry,0.0
Jharkhand,Puducherry,0.0
Jammu & Kashmir,Puducherry,0.0
Kerala,Puducherry,0.0
Karnataka,Puducherry,0.0
Lakshadeep,Puducherry,0.0
Maharashtra,Puducherry,0.0
Meghalaya,Puducherry,0.0
Manipur,Puducherry,0.0
Madhya Pradesh,Puducherry,0.0
Mizoram,Puducherry,0.0
Nagaland,Puducherry,0.0
Odisha,Puducherry,0.0
Punjab,Puducherry,0.0
Puducherry,Puducherry,0.0
Rajasthan,Puducherry,0.0
Sikkim,Puducherry,0.0
Telangana,Puducherry,0.0
Tamil Nadu,Puducherry,0.0
Tripura,Puducherry,0.0
Uttarakhand,Puducherry,0.0
Uttar Pradesh,Puducherry,0.0
West Bengal,Puducherry,0.0
Andhra Pradesh,Rajasthan,0.0
Andaman & Nicobar Islands,Rajasthan,0.0
Arunachal Pradesh,Rajasthan,0.0
Assam,Rajasthan,1915905.5833333333
Bihar,Rajasthan,1540098.3333333333
Chattisgarh,Rajasthan,0.0
Chandigarh,Rajasthan,7363.333333333333
Daman & Diu,Rajasthan,0.0
Delhi,Rajasthan,7431.666666666667
Dadra & Nagar Haveli,Rajasthan,0.0
Goa,Rajasthan,47029.166666666664
Gujarat,Rajasthan,613955.0
Himachal Pradesh,Rajasthan,0.0
Haryana,Rajasthan,0.0
Jharkhand,Rajasthan,12951.666666666666
Jammu & Kashmir,Rajasthan,274421.6666666667
Kerala,Rajasthan,42026.666666666664
Karnataka,Rajasthan,1294154.1666666667
Lakshadeep,Rajasthan,0.0
Maharashtra,Rajasthan,1302326.6666666667
Meghalaya,Rajasthan,0.0
Manipur,Rajasthan,0.0
Madhya Pradesh,Rajasthan,12002.5
Mizoram,Rajasthan,0.0
Nagaland,Rajasthan,183230.83333333337
Odisha,Rajasthan,0.0
Punjab,Rajasthan,0.0
Puducherry,Rajasthan,0.0
Rajasthan,Rajasthan,4117.5
Sikkim,Rajasthan,0.0
Telangana,Rajasthan,0.0
Tamil Nadu,Rajasthan,513905.0
Tripura,Rajasthan,0.0
Uttarakhand,Rajasthan,0.0
Uttar Pradesh,Rajasthan,1802540.8333333333
West Bengal,Rajasthan,57348.333333333336
Andhra Pradesh,Sikkim,0.0
Andaman & Nicobar Islands,Sikkim,0.0
Arunachal Pradesh,Sikkim,0.0
Assam,Sikkim,0.0
Bihar,Sikkim,0.0
Chattisgarh,Sikkim,0.0
Chandigarh,Sikkim,0.0
Daman & Diu,Sikkim,0.0
Delhi,Sikkim,0.0
Dadra & Nagar Haveli,Sikkim,0.0
Goa,Sikkim,0.0
Gujarat,Sikkim,0.0
Himachal Pradesh,Sikkim,0.0
Haryana,Sikkim,0.0
Jharkhand,Sikkim,0.0
Jammu & Kashmir,Sikkim,0.0
Kerala,Sikkim,0.0
Karnataka,Sikkim,0.0
Lakshadeep,Sikkim,0.0
Maharashtra,Sikkim,0.0
Meghalaya,Sikkim,0.0
Manipur,Sikkim,0.0
Madhya Pradesh,Sikkim,0.0
Mizoram,Sikkim,0.0
Nagaland,Sikkim,0.0
Odisha,Sikkim,0.0
Punjab,Sikkim,0.0
Puducherry,Sikkim,0.0
Rajasthan,Sikkim,0.0
Sikkim,Sikkim,0.0
Telangana,Sikkim,0.0
Tamil Nadu,Sikkim,0.0
Tripura,Sikkim,0.0
Uttarakhand,Sikkim,0.0
Uttar Pradesh,Sikkim,0.0
West Bengal,Sikkim,0.0
Andhra Pradesh,Telangana,4586.175
Andaman & Nicobar Islands,Telangana,0.0
Arunachal Pradesh,Telangana,0.0
Assam,Telangana,1119.6666666666667
Bihar,Telangana,42801.666666666664
Chattisgarh,Telangana,0.0
Chandigarh,Telangana,0.0
Daman & Diu,Telangana,0.0
Delhi,Telangana,0.0
Dadra & Nagar Haveli,Telangana,0.0
Goa,Telangana,0.0
Gujarat,Telangana,0.0
Himachal Pradesh,Telangana,0.0
Haryana,Telangana,0.0
Jharkhand,Telangana,19987.5
Jammu & Kashmir,Telangana,0.0
Kerala,Telangana,1285529.1666666667
Karnataka,Telangana,414534.5
Lakshadeep,Telangana,0.0
Maharashtra,Telangana,0.0
Meghalaya,Telangana,0.0
Manipur,Telangana,0.0
Madhya Pradesh,Telangana,0.0
Mizoram,Telangana,0.0
Nagaland,Telangana,6523.333333333333
Odisha,Telangana,0.0
Punjab,Telangana,0.0
Puducherry,Telangana,0.0
Rajasthan,Telangana,0.0
Sikkim,Telangana,0.0
Telangana,Telangana,492877.2416666667
Tamil Nadu,Telangana,3951880.5
Tripura,Telangana,0.0
Uttarakhand,Telangana,0.0
Uttar Pradesh,Telangana,0.0
West Bengal,Telangana,443052.0
Andhra Pradesh,Tamil Nadu,14619.608333333332
Andaman & Nicobar Islands,Tamil Nadu,0.0
Arunachal Pradesh,Tamil Nadu,0.0
Assam,Tamil Nadu,0.0
Bihar,Tamil Nadu,0.0
Chattisgarh,Tamil Nadu,77398.125
Chandigarh,Tamil Nadu,0.0
Daman & Diu,Tamil Nadu,0.0
Delhi,Tamil Nadu,0.0
Dadra & Nagar Haveli,Tamil Nadu,0.0
Goa,Tamil Nadu,0.0
Gujarat,Tamil Nadu,0.0
Himachal Pradesh,Tamil Nadu,0.0
Haryana,Tamil Nadu,14741.666666666666
Jharkhand,Tamil Nadu,0.0
Jammu & Kashmir,Tamil Nadu,0.0
Kerala,Tamil Nadu,4823.333333333333
Karnataka,Tamil Nadu,2738.3333333333335
Lakshadeep,Tamil Nadu,0.0
Maharashtra,Tamil Nadu,0.0
Meghalaya,Tamil Nadu,0.0
Manipur,Tamil Nadu,0.0
Madhya Pradesh,Tamil Nadu,0.0
Mizoram,Tamil Nadu,0.0
Nagaland,Tamil Nadu,0.0
Odisha,Tamil Nadu,14615.433333333334
Punjab,Tamil Nadu,31737.975
Puducherry,Tamil Nadu,0.0
Rajasthan,Tamil Nadu,0.0
Sikkim,Tamil Nadu,0.0
Telangana,Tamil Nadu,97219.20833333331
Tamil Nadu,Tamil Nadu,1041104.1333333332
Tripura,Tamil Nadu,0.0
Uttarakhand,Tamil Nadu,0.0
Uttar Pradesh,Tamil Nadu,100.0
West Bengal,Tamil Nadu,0.0
Andhra Pradesh,Tripura,8862.5
Andaman & Nicobar Islands,Tripura,0.0
Arunachal Pradesh,Tripura,0.0
Assam,Tripura,73201.66666666667
Bihar,Tripura,15450.0
Chattisgarh,Tripura,2100.8333333333335
Chandigarh,Tripura,4661.666666666667
Daman & Diu,Tripura,0.0
Delhi,Tripura,0.0
Dadra & Nagar Haveli,Tripura,0.0
Goa,Tripura,0.0
Gujarat,Tripura,0.0
Himachal Pradesh,Tripura,0.0
Haryana,Tripura,4805.583333333333
Jharkhand,Tripura,0.0
Jammu & Kashmir,Tripura,0.0
Kerala,Tripura,0.0
Karnataka,Tripura,0.0
Lakshadeep,Tripura,0.0
Maharashtra,Tripura,0.0
Meghalaya,Tripura,0.0
Manipur,Tripura,0.0
Madhya Pradesh,Tripura,0.0
Mizoram,Tripura,0.0
Nagaland,Tripura,0.0
Odisha,Tripura,0.0
Punjab,Tripura,15578.658333333333
Puducherry,Tripura,0.0
Rajasthan,Tripura,0.0
Sikkim,Tripura,0.0
Telangana,Tripura,0.0
Tamil Nadu,Tripura,54852.5
Tripura,Tripura,0.0
Uttarakhand,Tripura,0.0
Uttar Pradesh,Tripura,882.75
West Bengal,Tripura,0.0
Andhra Pradesh,Uttarakhand,2212.5
Andaman & Nicobar Islands,Uttarakhand,0.0
Arunachal Pradesh,Uttarakhand,0.0
Assam,Uttarakhand,1010650.8333333334
Bihar,Uttarakhand,484480.0
Chattisgarh,Uttarakhand,4313.333333333333
Chandigarh,Uttarakhand,50765.833333333336
Daman & Diu,Uttarakhand,0.0
Delhi,Uttarakhand,4430.0
Dadra & Nagar Haveli,Uttarakhand,0.0
Goa,Uttarakhand,0.0
Gujarat,Uttarakhand,95672.5
Himachal Pradesh,Uttarakhand,6592.5
Haryana,Uttarakhand,4318.333333333333
Jharkhand,Uttarakhand,0.0
Jammu & Kashmir,Uttarakhand,4381.666666666667
Kerala,Uttarakhand,22046.666666666668
Karnataka,Uttarakhand,77899.16666666667
Lakshadeep,Uttarakhand,0.0
Maharashtra,Uttarakhand,4412.5
Meghalaya,Uttarakhand,0.0
Manipur,Uttarakhand,7300.0
Madhya Pradesh,Uttarakhand,8799.166666666666
Mizoram,Uttarakhand,5862.5
Nagaland,Uttarakhand,99211.66666666669
Odisha,Uttarakhand,0.0
Punjab,Uttarakhand,2215.0
Puducherry,Uttarakhand,0.0
Rajasthan,Uttarakhand,6651.666666666667
Sikkim,Uttarakhand,0.0
Telangana,Uttarakhand,0.0
Tamil Nadu,Uttarakhand,35246.666666666664
Tripura,Uttarakhand,66805.83333333333
Uttarakhand,Uttarakhand,0.0
Uttar Pradesh,Uttarakhand,8918.333333333334
West Bengal,Uttarakhand,2232.5
Andhra Pradesh,Uttar Pradesh,88959.41666666667
Andaman & Nicobar Islands,Uttar Pradesh,0.0
Arunachal Pradesh,Uttar Pradesh,0.0
Assam,Uttar Pradesh,576585.6666666666
Bihar,Uttar Pradesh,484107.25
Chattisgarh,Uttar Pradesh,13209.166666666666
Chandigarh,Uttar Pradesh,716.6666666666666
Daman & Diu,Uttar Pradesh,0.0
Delhi,Uttar Pradesh,0.0
Dadra & Nagar Haveli,Uttar Pradesh,0.0
Goa,Uttar Pradesh,0.0
Gujarat,Uttar Pradesh,178110.0
Himachal Pradesh,Uttar Pradesh,0.0
Haryana,Uttar Pradesh,34917.583333333336
Jharkhand,Uttar Pradesh,0.0
Jammu & Kashmir,Uttar Pradesh,0.0
Kerala,Uttar Pradesh,84916.66666666667
Karnataka,Uttar Pradesh,5029.166666666667
Lakshadeep,Uttar Pradesh,0.0
Maharashtra,Uttar Pradesh,15362.5
Meghalaya,Uttar Pradesh,0.0
Manipur,Uttar Pradesh,11260.0
Madhya Pradesh,Uttar Pradesh,0.0
Mizoram,Uttar Pradesh,2670.0
Nagaland,Uttar Pradesh,97576.66666666669
Odisha,Uttar Pradesh,368.3333333333333
Punjab,Uttar Pradesh,61672.7
Puducherry,Uttar Pradesh,0.0
Rajasthan,Uttar Pradesh,0.0
Sikkim,Uttar Pradesh,0.0
Telangana,Uttar Pradesh,0.0
Tamil Nadu,Uttar Pradesh,50.833333333333336
Tripura,Uttar Pradesh,153144.0
Uttarakhand,Uttar Pradesh,0.0
Uttar Pradesh,Uttar Pradesh,595758.375
West Bengal,Uttar Pradesh,25932.5
Andhra Pradesh,West Bengal,19313.666666666668
Andaman & Nicobar Islands,West Bengal,0.0
Arunachal Pradesh,West Bengal,2207.5
Assam,West Bengal,170097.16666666666
Bihar,West Bengal,356234.5
Chattisgarh,West Bengal,9711.208333333334
Chandigarh,West Bengal,0.0
Daman & Diu,West Bengal,0.0
Delhi,West Bengal,0.0
Dadra & Nagar Haveli,West Bengal,0.0
Goa,West Bengal,0.0
Gujarat,West Bengal,0.0
Himachal Pradesh,West Bengal,0.0
Haryana,West Bengal,667.75
Jharkhand,West Bengal,72328.58333333333
Jammu & Kashmir,West Bengal,0.0
Kerala,West Bengal,0.0
Karnataka,West Bengal,0.0
Lakshadeep,West Bengal,0.0
Maharashtra,West Bengal,0.0
Meghalaya,West Bengal,0.0
Manipur,West Bengal,0.0
Madhya Pradesh,West Bengal,3333.3333333333335
Mizoram,West Bengal,0.0
Nagaland,West Bengal,4378.583333333333
Odisha,West Bengal,0.0
Punjab,West Bengal,1791.4166666666667
Puducherry,West Bengal,0.0
Rajasthan,West Bengal,0.0
Sikkim,West Bengal,0.0
Telangana,West Bengal,0.0
Tamil Nadu,West Bengal,12935.833333333334
Tripura,West Bengal,24741.416666666668
Uttarakhand,West Bengal,0.0
Uttar Pradesh,West Bengal,2214.1666666666665
West Bengal,West Bengal,60087.041666666664
