season,State,baseline_calories,relaxed_calorie_target,optimized_calories,calorie_gap,calorie_gap_vs_relaxed_target,baseline_income,relaxed_income_target,optimized_income,income_gap,income_gap_vs_relaxed_target
kharif,andaman and nicobar,39979298401.69207,39979298361.71277,39979298401.69207,0.0,39.97930145263672,209457879.67300758,209457879.4635497,209457879.67300758,0.0,0.2094578742980957
kharif,andhra pradesh,19797443372526.32,19797443352728.875,19797443352728.88,-19797.44140625,0.00390625,36323217252.278076,36323217215.95486,36323217215.95486,-36.323219299316406,0.0
kharif,arunachal pradesh,1094745125554.6079,1094745124459.8628,1173806788722.4968,79061663167.88892,79061664262.63403,4386249952.973758,4386249948.587508,4386249948.587508,-4.386249542236328,0.0
kharif,assam,14916404330122.54,14916404315206.135,15034204245646.812,117799915524.27344,117799930440.67773,14204404350.916046,14204404336.711641,14204404336.711643,-14.204402923583984,1.9073486328125e-06
kharif,bihar,30371581779048.496,30371581748676.914,30371581748676.902,-30371.59375,-0.01171875,69201194297.46034,69201194228.25916,75888739440.46233,6687545143.001984,6687545212.203171
kharif,chandigarh,195800000.0,195799999.8042,195800000.0,0.0,0.19580000638961792,419834.08778706595,419834.08736723184,419834.08778706595,0.0,0.0004198341048322618
kharif,chhattisgarh,21412861919044.387,21412861897631.523,28937132285597.72,7524270366553.332,7524270387966.195,23037289784.68078,23037289761.64349,23037289761.643494,-23.03728485107422,3.814697265625e-06
kharif,dadra and nagar haveli,107506719987.49779,107506719879.99107,107506719879.99106,-107.50672912597656,-1.52587890625e-05,110172193.74238569,110172193.63221349,110172193.6322135,-0.11017218232154846,1.4901161193847656e-08
kharif,gujarat,9058469019610.598,9058469010552.129,9058469010552.133,-9058.46484375,0.00390625,32720819132.56747,32720819099.846653,32720819099.84665,-32.720821380615234,-3.814697265625e-06
kharif,haryana,20293045999693.883,20293045979400.836,20293045979400.832,-20293.05078125,-0.00390625,46952199347.4436,46952199300.4914,46952199300.4914,-46.95220184326172,0.0
kharif,himachal pradesh,2847003100009.545,2847003097162.542,2847003097162.542,-2847.0029296875,0.0,3233755112.9430375,3233755109.7092824,6069880635.58882,2836125522.645783,2836125525.879538
kharif,jammu and kashmir,4257155551611.9146,4257155547354.759,4257155547354.759,-4257.15576171875,0.0,5935129174.134371,5935129168.199242,5935129168.199243,-5.935128211975098,9.5367431640625e-07
kharif,jharkhand,14218054110053.516,14218054095835.46,14218054095835.46,-14218.0546875,0.0,37320661197.053505,37320661159.73284,37320661159.73284,-37.32066345214844,0.0
kharif,karnataka,31716232099454.82,31716232067738.59,31716232067738.59,-31716.23046875,0.0,-21810171320.221523,-21810171342.031696,-12598927755.484426,9211243564.737097,9211243586.54727
kharif,kerala,1309535320089.5908,1309535318780.0554,1309535319241.1914,-848.3994140625,461.135986328125,3697472060.6047645,3697472056.9072924,3697472056.9072924,-3.697472095489502,0.0
kharif,madhya pradesh,38148961481583.43,38148961443434.47,38148961443434.46,-38148.96875,-0.0078125,46880737001.7139,46880736954.83316,46880736954.83316,-46.8807373046875,0.0
kharif,maharashtra,21404558520399.91,21404558498995.35,21404558498995.355,-21404.5546875,0.00390625,-1587135198.271747,-1587135199.8588824,5994122941.579122,7581258139.850868,7581258141.438004
kharif,manipur,2320612000035.539,2320611997714.9272,2515467274161.3687,194855274125.8296,194855276446.4414,9960041278.286287,9960041268.326246,9960041268.326246,-9.960041046142578,0.0
kharif,meghalaya,1000741279992.7454,1000741278992.004,1035606089498.6646,34864809505.91919,34864810506.66052,1367859510.7834687,1367859509.4156091,1367859509.415609,-1.3678598403930664,-2.384185791015625e-07
kharif,mizoram,238690505994.7251,238690505756.03458,267136848884.20114,28446342889.476044,28446343128.166565,1584897240.1435544,1584897238.5586572,1584897238.5586572,-1.5848972797393799,0.0
kharif,nagaland,2250211300127.81,2250211297877.5986,2250211297877.5986,-2250.21142578125,0.0,6704355986.716903,6704355980.012547,6704355980.012545,-6.704358100891113,-1.9073486328125e-06
kharif,odisha,21335349451118.605,21335349429783.258,22570905147986.477,1235555696867.871,1235555718203.2188,49200301708.90246,49200301659.702156,49200301659.702156,-49.20030212402344,0.0
kharif,puducherry,54700389994.98024,54700389940.27985,54700389940.279854,-54.70038604736328,7.62939453125e-06,56702242.613389954,56702242.55668771,56702242.55668771,-0.05670224130153656,0.0
kharif,punjab,49222025000220.445,49222024950998.42,49222024950998.41,-49222.0390625,-0.015625,173777705756.59692,173777705582.8192,175256722431.25723,1479016674.6603088,1479016848.4380188
kharif,rajasthan,21715167640853.355,21715167619138.188,21715167619138.19,-21715.1640625,0.00390625,-1355947102.8121486,-1355947104.1680956,-1355947104.168095,-1.3559465408325195,4.76837158203125e-07
kharif,sikkim,295234720036.19525,295234719740.9605,297318508789.6604,2083788753.465149,2083789048.6998901,1537050784.6931772,1537050783.1561265,1537050783.1561265,-1.537050724029541,0.0
kharif,tamil nadu,26459027670852.668,26459027644393.64,56559622845621.5,30100595174768.832,30100595201227.86,46946554904.602585,46946554857.65603,46946554857.65601,-46.946571350097656,-1.52587890625e-05
kharif,telangana,16096525409851.377,16096525393754.852,16096525393754.85,-16096.52734375,-0.001953125,22903863078.573853,22903863055.66999,22903863055.669987,-22.903865814208984,-3.814697265625e-06
kharif,tripura,2121831339935.4893,2121831337813.658,2121831337813.6582,-2121.8310546875,0.000244140625,11882215319.28796,11882215307.405745,12107457171.004108,225241851.71614838,225241863.59836388
kharif,uttar pradesh,66941203716881.51,66941203649940.305,66941203649940.27,-66941.234375,-0.03125,101624589473.59244,101624589371.96785,101624589371.96788,-101.62455749511719,3.0517578125e-05
kharif,uttarakhand,2798525140056.7944,2798525137258.2695,2897959738384.6763,99434598327.88184,99434601126.40674,949525096.6381283,949525095.6886032,949525095.6886032,-0.9495251178741455,0.0
kharif,west bengal,41935309264579.06,41935309222643.75,41935309222643.766,-41935.296875,0.015625,64730534609.57952,64730534544.84898,74609771028.87167,9879236419.292152,9879236484.02269
rabi,andaman and nicobar,128523599.99999999,128523599.87147638,128523599.99999999,0.0,0.12852360308170319,208450.82920120997,208450.82899275914,208450.82920120997,0.0,0.0002084508305415511
rabi,andhra pradesh,19762745353591.105,19762745333828.36,19762745333828.355,-19762.75,-0.00390625,26366226704.33973,26366226677.973503,26366226677.973495,-26.366233825683594,-7.62939453125e-06
rabi,arunachal pradesh,24929240000.0,24929239975.07076,24929240000.0,0.0,24.929241180419922,190098821.56868818,190098821.37858936,190098821.56868818,0.0,0.1900988221168518
rabi,assam,4410052857300.796,4410052852890.743,4479334943373.862,69282086073.0664,69282090483.11914,4686881646.481724,4686881641.794842,4770357818.245731,83476171.76400757,83476176.45088959
rabi,bihar,31064631580000.0,31064631548935.367,37623581550219.73,6558949970219.727,6558950001284.359,41724057706.670616,41724057664.946556,41724057664.946556,-41.72406005859375,0.0
rabi,chandigarh,8262520000.0,8262519991.73748,8262520000.0,0.0,8.262519836425781,5131984.837799047,5131984.832667062,5131984.837799047,0.0,0.005131985060870647
rabi,chhattisgarh,461371652206.69653,461371651745.3249,461371652206.69653,0.0,461.37164306640625,-766285127.7339904,-766285128.5002756,-766285127.7339904,0.0,0.7662851810455322
rabi,dadra and nagar haveli,2844440000.0000005,2844439997.1555605,2844440000.97443,0.9744296073913574,3.8188695907592773,3036583.658687873,3036583.655651289,3036583.655651289,-0.00303658377379179,0.0
rabi,gujarat,13909654580000.0,13909654566090.346,13909654566090.346,-13909.654296875,0.0,32659552094.4504,32659552061.790848,32659552061.79084,-32.65956115722656,-7.62939453125e-06
rabi,haryana,41128416000000.0,41128415958871.586,41128416000000.0,0.0,41128.4140625,23181055392.15886,23181055368.977802,23181055392.15886,0.0,23.18105697631836
rabi,himachal pradesh,1943550140000.0,1943550138056.45,1943550140000.0,0.0,1943.550048828125,-1644615143.2234683,-1644615144.8680835,-1644615143.2234683,0.0,1.6446151733398438
rabi,jammu and kashmir,2076743192000.0,2076743189923.2568,2076743189923.2573,-2076.74267578125,0.00048828125,-519739328.25404614,-519739328.7737855,-519739328.7737854,-0.5197392702102661,5.960464477539063e-08
rabi,jharkhand,1579768060000.0,1579768058420.232,1579768058420.2317,-1579.768310546875,-0.000244140625,100574979.72654636,100574979.62597138,100574979.62597138,-0.10057498514652252,0.0
rabi,karnataka,9062350260000.0,9062350250937.65,9062350250937.65,-9062.349609375,0.0,10640369560.60786,10640369549.967491,10640369549.96749,-10.640371322631836,-1.9073486328125e-06
rabi,kerala,546328280000.0,546328279453.6717,546328280000.0,0.0,546.3283081054688,1542557516.57012,1542557515.0275626,1542557516.57012,0.0,1.5425574779510498
rabi,madhya pradesh,65023831400000.0,65023831334976.17,65023831334976.16,-65023.84375,-0.015625,84382958882.55585,84382958798.17288,84382958798.17294,-84.38290405273438,6.103515625e-05
rabi,maharashtra,15727005440000.0,15727005424272.994,15727005424272.992,-15727.0078125,-0.001953125,-5786353092.715582,-5786353098.501935,227090067.20831007,6013443159.923892,6013443165.710245
rabi,manipur,77091400000.0,77091399922.9086,78139217095.24843,1047817095.2484283,1047817172.3398285,91318402.17835543,91318402.08703703,91318402.08703703,-0.09131839871406555,0.0
rabi,meghalaya,228659820000.0,228659819771.34018,232344674527.29,3684854527.2900085,3684854755.949829,302822200.5965855,302822200.29376334,309197767.9517675,6375567.355181992,6375567.658004165
rabi,mizoram,5894212000.0,5894211994.105788,7720089902.117985,1825877902.1179848,1825877908.0121965,35784064.40341513,35784064.36763106,48411054.67687717,12626990.273462042,12626990.309246108
rabi,nagaland,109138400000.0,109138399890.8616,125941792081.6225,16803392081.622498,16803392190.760895,261828557.51276788,261828557.2509393,295690140.4879153,33861582.9751474,33861583.23697597
rabi,odisha,2496216949000.0,2496216946503.783,2506347603680.1724,10130654680.172363,10130657176.38916,5900017296.405761,5900017290.505743,5900017290.505743,-5.900017738342285,0.0
rabi,puducherry,145216450000.0,145216449854.78354,145216449854.78354,-145.21646118164062,0.0,117904415.60090753,117904415.48300312,119419458.2444264,1515042.643518865,1515042.7614232749
rabi,punjab,57419040000000.0,57419039942580.96,57419040000000.0,0.0,57419.0390625,100398591497.02748,100398591396.62889,100398591497.02748,0.0,100.39859008789062
rabi,rajasthan,36323210000000.0,36323209963676.79,36323210000000.0,0.0,36323.2109375,5105811700.000011,5105811694.894199,5105811700.000011,0.0,5.105812072753906
rabi,sikkim,595699999.9999999,595699999.4042999,595699999.9999999,0.0,0.5957000255584717,125812.59165538046,125812.59152956787,125812.59165538046,0.0,0.00012581258488353342
rabi,tamil nadu,9006666270000.0,9006666260993.334,12424305125979.531,3417638855979.5312,3417638864986.1973,13031905587.18407,13031905574.152164,13031905574.152166,-13.031904220581055,1.9073486328125e-06
rabi,telangana,15914880360000.0,15914880344085.12,15914916291994.86,35931994.859375,35947909.740234375,23678023977.28205,23678023953.604027,23678023953.604023,-23.678028106689453,-3.814697265625e-06
rabi,tripura,849693640000.0,849693639150.3064,849693639150.3063,-849.6937255859375,-0.0001220703125,4643874396.543343,4643874391.899468,4664736113.97454,20861717.431197166,20861722.075071335
rabi,uttar pradesh,115532667659730.12,115532667544197.45,115532667544197.44,-115532.6875,-0.015625,24296260013.124313,24296259988.828053,24296259988.828053,-24.296260833740234,0.0
rabi,uttarakhand,3154203000000.0,3154202996845.797,3194418335159.5503,40215335159.55029,40215338313.75342,2630414941.121216,2630414938.490801,2630414938.490801,-2.6304149627685547,0.0
rabi,west bengal,22149918042768.445,22149918020618.527,22149918020618.523,-22149.921875,-0.00390625,25719123411.850014,25719123386.13089,25719123386.130886,-25.719127655029297,-3.814697265625e-06
